,QA Cost,Overall Success,Dialog Reward,Precision,Recall,F1 Score,QACostStd,RewardStd,Efficiency,Accuracy
144,21.06,0.42,-9.27,0.654545454545,0.72,0.685714285714,19.2108406896,94.0074310892,6.58208955224,0.67
155,17.065,0.33,-33.2,0.632653061224,0.62,0.626262626263,15.099280612,95.1339319065,6.68253968254,0.63
166,13.73,0.32,-42.785,0.59375,0.38,0.463414634146,11.6147363293,94.0269975858,6.33928571429,0.56
